name,category,expertise,address/state,address/street/0,address/neighborhood,address/city,address/phone,description,operation,price_avg,payment_methods/credit_card/0,payment_methods/credit_card/1,payment_methods/credit_card/2,payment_methods/credit_card/3,payment_methods/debit_card/0,payment_methods/debit_card/1,payment_methods/debit_card/2,services/0,services/1,services/2,location/lat,location/lng,payment_methods/credit_card/4,services/3,services/4,services/5,rating,vote_count
Entre Amigos,Restaurantes,Variados,PE,"Rua Marquês de Valença, 30",Boa Viagem,Recife,(81) 3312-1000,"Quinze receitas à base de carne de bode fazem a fama da casa. Um dos campeões de pedidos é o filé de costela de bode assado, servido com feijão-verde, arroz e macaxeira cozida (R$ 78,00, para duas pessoas). Quem preferir outro tema pode optar pelo bacalhau à gomes de sá (R$ 89,95, para três) na companhia de caipifruta frozen de cajá (R$ 11,50). Na unidade de Boa Viagem, tem rodízio de sushi (R$ 49,90 por pessoa), de domingo a quinta, a partir das 18h. Mesmo preço é cobrado pelo bufê de feijoada, montado aos sábados no almoço. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/1h (sáb. e dom. até 2h),25,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.1289557,-34.9052807,,Atividades para crianças,Estacionamento,Lugares/Capacidade (total 800),2.82,288
Charque do Alemão,Restaurantes,Cozinha regional,PE,"Avenida do Forte, 233",Cordeiro,Recife,(81) 3445-5718,"Logo na chegada, a clientela pede caldinho de mocotó (R$ 4,00) para abrir o apetite na companhia da cerveja Skol (R$ 6,00). Para três pessoas, a picanha suína vem com arroz, feijão-macáçar, maionese de batata, farofa, vinagrete e macaxeira cozida (R$ 36,00). Mesmas guarnições recebe a galinha à cabidela (R$ 24,90, para três pessoas). Já o cupim na brasa vai à mesa com queijo de coalho, arroz, macaxeira frita, feijão-macáçar, farofa e vinagrete (R$ 39,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/0h,59,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,Estacionamento,Lugares/Capacidade (total 400),-8.0497707,-34.9269641,Visa,,,,3.21,292
Ferreiro Café,Restaurantes,Variados,PE,"Rua Padre Carapuceiro, 777 - Shopping Recife",Boa Viagem,Recife,(81) 3463-6018,"O novo cardápio apresenta receitas de José Roberto, ex-chef do antigo restaurante português Porto Ferreiro. Entre elas estão o linguine com lascas de bacalhau ao molho de tomate (R$ 39,00) e o filé uiraúna, que chega à mesa com molho de shiitake e risoto de abóbora (R$ 44,00). A salada de folhas, aipo, salmão defumado e geleia de pimenta-rosa (R$ 35,90) antecede o pedido. Da carta de vinhos com 120 rótulos, faz parte o tinto alentejano Herdade dos Grous (R$ 126,00). No arremate, o queijo de manteiga com mel de engenho soma R$ 15,90 à conta. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/22h30 (dom. 12h30/21h),43,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.1192152,-34.9076159,Visa,Estacionamento,Levar vinhos (permite),Lugares/Capacidade (total 145),1.76,171
Acqua,Restaurantes,Variados,PE,"Avenida Bernardo Vieira de Melo, 1624 - Dorisol Recife Grand Hotel",Piedade,Recife,(81) 2122-2700,"A vista para o mar é um dos atrativos do restaurante do Dorisol Recife Grand Hotel. A salada do chef (R$ 23,00), de alface, tomate, pepino, cenoura, beterraba, milho, ervilha, palmito e salame, abre o apetite para o risoto de frutos do mar (R$ 39,00), à base de polvo, lula, camarão e mexilhão. Da adega, saem vinhos como o chileno Casa Silva Reserva Cabernet Sauvignon (R$ 77,00). No final, a banana em calda de laranja com sorvete de creme acrescenta R$ 22,00 à conta. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/15h e 18h/22h,74,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Estacionamento,-8.1481096,-34.9244243,Visa,Levar vinhos,(permite) Lugares/Capacidade (total 120),Valet/Manobrista,1.34,53
Galeria Café Castro Alves,Restaurantes,Variados,PE,"Rua do Lima, 280",Santo Amaro,Recife,3032-1023,"Misto de galeria e restaurante, o antigo casarão abrigou o poeta baiano. Entre versos do ex-morador, a clientela devora bruschettas de berinjela com cenoura, abobrinha, salame, compota de pêssego e creme de queijos (R$ 19,00). O drinque bob marley, de amarula, licor de café, rum e pimenta-da-jamaica (R$ 17,00), escolta o pedido. Medalhões de filé-mignon ao vinho tinto vão à mesa com risoto de tomate e queijo e chips de macaxeira (R$ 29,90). No final, o affogato inclui minibule de café para regar o sorvete de creme com farofa de leite em pó e amêndoas caramelizadas (R$ 15,50). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/15h (qui. a sáb. 18h30/1h; fecha dom.),46,Dinners,Hipercard,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Estacionamento,-8.0533017,-34.881342,,Lugares/Capacidade (total 60),Vinho em taça,,1.03,237
Oma Pâtisserie e Bistrô,Restaurantes,Variados,PE,"Rua José Godói Vasconcelos, 109",Parnamirim,Recife,3049-0092,"Neste endereço, misto de restaurante e pâtisserie, uma vitrine de doces fica à mostra e seduz a clientela entre os horários de almoço e jantar, quando são servidas receitas como o bife ancho angus com batata rústica e aspargo (R$ 66,00) e o robalo em crosta de pistache com lasanha de legumes (R$ 54,00). Para fechar a refeição ou adoçar a tarde, pode-se escolher receitas açucaradas como o duo de brûlé (R$ 22,00), com cremes de café e baunilha, e o mil-folhas com creme de baunilha, morango, chantili e caramelo (R$ 22,00). Por R$ 45,00, minidoces e salgados, frutas, chocolates e sorbet chegam à mesa em um festim para duas pessoas. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/23h (sex. e sáb. até 0h; fecha dom.),21,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0340327,-34.9145722,Visa,Levar vinhos (permite),Lugares/Capacidade (total 56),Valet/Manobrista,2.44,74
Via Appia,Restaurantes,Italiano,PE,"Rua do Futuro, 634",Aflitos,Recife,(81) 3427-9335,"Depois da bruschetta de tomate, mussarela e azeitona preta (R$ 8,90), a clientela vai de fettuccine com bacalhau, legumes, azeitona preta e molho de queijo (R$ 44,90). Espaguete ao alho e óleo é a guarnição do filé-mignon ao molho de cogumelos (R$ 49,90). O vinho italiano Marchesi del Salento Primitivo (R$ 66,00) acompanha as pizzas, assadas sob dezessete coberturas - a margherita, com seis fatias, sai por R$ 49,90. No final, a torta caprese, de chocolate com sorvete de creme e calda quente, soma R$ 16,90 à conta. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/23h (sáb. e dom. até 0h),74,American Express,Dinners,Mastercard,Visa,Maestro,Visa Electron,,Acesso wireless,Ar condicionado,Estacionamento,-8.0891576,-34.9729668,,Levar vinhos,(permite) Lugares/Capacidade (total 74),Vinho em taça,4.04,55
Novo Varanda,Restaurantes,Variados,PE,"Avenida Sport Club do Recife, s/nº",Ilha do Retiro,Recife,(81) 3227-3155,"Instalado na sede do Sport Clube do Recife, o restaurante atrai com porções de camarão no azeite (R$ 46,90) na companhia de caipirosca de limão (R$ 9,50). Pratos como o filé-mignon ao molho madeira com purê de batata e arroz (R$ 41,90) e bacalhau ao forno, servido com arroz e verduras no azeite (R$ 59,90), dão para duas pessoas. Ritmos latinos e sucessos dos anos 60, tocados ao vivo, animam as noites de sexta e sábado (couvert artístico a R$ 25,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/16h (sex. e sáb. também jantar 22h/3h; dom. a partir 11h),38,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Ar condicionado,Estacionamento,Lugares/Capacidade (total 220 lugares),-8.0627567,-34.9052431,Visa,Valet/Manobrista,,,3.56,1
Brasserie,Restaurantes,Variados,PE,"Avenida Boa Viagem, 5426 - Hotel Grand Mercure Recife Atlante Plaza",Boa Viagem,Recife,(81) 3302-3333,"Instalado no hotel Atlante Plaza, começa a funcionar no café da manhã (R$ 45,00 por pessoa), quando recebe hóspedes e visitantes com cuscuz, tapioca, croissant, pain au chocolat e waffle. Renovado, o menu de almoço e jantar lista entradas como a salada do chef, de acelga, cenoura, pepino, camarão e coco tostado ao molho agridoce de gengibre, manga e gergelim preto (R$ 30,00). O filé de pescada-amarela em crosta de castanha-de-caju chega à mesa com purê de mandioquinha (R$ 56,00). No arremate, tem cartola de massa folhada e gratinada (R$ 23,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",6h/10h30; 12h30/15h e 19h/23h,78,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Estacionamento,-8.1232039,-34.8986075,,Levar vinhos (permite),Lugares/Capacidade (total 112),Valet/Manobrista,2.69,297
Estrela do Mar,Restaurantes,Peixes e frutos do mar,PE,"Avenida Ministro Marcos Freire, 1691",Bairro Novo,Olinda,(81) 3439-3040,"Depois do camarão na cerveja com cebola na manteiga, acompanhado de torradas (R$ 45,90, para três pessoas), é hora de pedir o hit da casa: camarão à romana, empanado e polvilhado com parmesão, com molho de mostarda, arroz de ervilhas e açafrão e batata sautée (R$ 89,90, para dois). Também para dividir, a lagosta grelhada sai com arroz de brócolis e batata sautée (R$ 95,90). No final, a torta brownie vai à mesa com sorvete de creme e calda de chocolate (R$ 14,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/1h (sex. e sáb. até 2h; dom. até 0h),27,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-7.9970299,-34.9088792,Visa,Atividades para crianças,Levar vinhos (permite),Lugares/Capacidade (total 580),1.14,108
Fazendinha,Restaurantes,Variados/bufê,PE,"Rua das Graças, 219",Graças,Recife,(81) 3421-3345,"Instalado em um casarão de 153 anos, o resturante completa duas décadas de funcionamento em novembro de 2015. Receitas regionais prevalecem no bufê, que custa R$ 35,90 o quilo de segunda a sexta e R$ 45,90 aos sábados e domingos. Sarapatel de galinha, vatapá, baião de dois e cozido pernambucano estão entre as sugestões. O lugar também abre nas noites de quinta e sexta, quando conta com música ao vivo (voz e violão). Nessas ocasiões, saem petiscos como o bolinho de bacalhau (R$ 25,00, dez unidades) e a carne de sol na nata (R$ 26,00), bons parceiros para a cerveja Devassa (R$ 4,99, 600 mililitros). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.","11h/15h e 18h/0h (seg. ter. qua. e dom., só almoço)",58,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,Lugares/Capacidade (total 174),Vinho em taça,-7.9966781,-34.9088795,Visa,,,,1.52,137
Pantagruel,Restaurantes,Franceses,PE,"Estrada das Ubaias, 356",Casa Forte,Recife,(81) 3442-5563,"No cardápio assinado por Jorge Romaguera, a cestinha de camarão com cream cheese e molho de soja (R$ 22,00, com seis unidades) antecede o camarão no azeite, guarnecido de tomate-cereja, rúcula e pappardelle (R$ 56,00). O vinho tinto chileno Toro de Piedra Cabernet Sauvignon (R$ 73,50) escolta o carré de cordeiro ao molho de hortelã, servido com cuscuz marroquino (R$ 56,00). No final, o sorvete de queijo-do-reino com calda de goiabada acrescenta R$ 14,00 à conta. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/15h e 18h/23h (seg. só almoço; sáb. só jantar 19h/0h; dom. só almoço até 16h),63,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Levar vinhos (permite),-8.031329,-34.9216881,Visa,Lugares/Capacidade (total 50),Valet/Manobrista,Vinho em taça,4.09,199
Bode do Primo,Restaurantes,Carnes,PE,"Rua Capitão Aurélio de Araújo, 63",Cordeiro,Recife,3453-6375 e 3034-6375,"O filé de bode com mussarela e molho bolonhesa (R$ 11,90) é a entrada mais pedida. Depois, a clientela vai de buchada à moda do primo, guarnecida de pirão de bode, arroz, macaxeira cozida e vinagrete (R$ 58,90, para quatro pessoas). Feita de picanha, a carne de sol chega à mesa com feijão, arroz, macaxeira cozida, pirão de queijo, farofa, vinagrete e manteiga de garrafa (R$ 79,90, para quatro pessoas). Finaliza a refeição a delícia de abacaxi (R$ 4,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/23h,43,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso wireless,Ar condicionado,Atividades para crianças,-8.0426236,-34.9361128,,Lugares/Capacidade (total 320),,,4.05,267
Gameleira Regional,Restaurantes,Cozinha regional,PE,"Avenida Ministro Marcos Freire, 1747",Bairro Novo,Olinda,(81) 3429-8091,"O proprietário Jeová Gomes começou com uma barraca sob uma gameleira, em Casa Caiada. Entre os petiscos, fazem sucesso a carne de sol de bode com batata frita (R$ 32,90) e o camarão ao alho e óleo em porção de 1 quilo (R$ 37,90). Para três pessoas, a carne de sol com queijo de coalho, feijão-macáçar, arroz, vinagrete, farinha carioca (com cebola, açafrão e manteiga), macaxeira frita e maionese de batata sai por R$ 59,90. A moqueca de peixe e camarão, escoltada por arroz e pirão, dá para dois (R$ 67,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.","11h/1h (dom. até 23h, sex. e sáb. até 2h)",26,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Ar condicionado,Estacionamento,-7.9966897,-34.8408957,Visa,Lugares/Capacidade (total 220),,,4.2,179
Via Paladar,Restaurantes,Variados/bufê,PE,"Rua do Espinheiro, 643",Espinheiro,Recife,(81) 3241-3638 e 98884-0803,"Receitas como o bobó de camarão e o filé diplomata (medalhão de filé-mignon envolto com bacon ao molho ferrugem) são algumas dentre as quarenta opções do bufê (R$ 54,90 o quilo). O balcão também reúne saladas, como o salpicão de frango defumado, e doces, caso da baba-de-moça. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/15h,46,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Ar condicionado,Estacionamento,Lugares/Capacidade (total 100),-8.0431569,-34.8954434,Visa,Vinho em taça,,,3.97,288
Recanto Lusitano,Restaurantes,Portugueses,PE,"Rua Antônio Vicente, 284",Boa Viagem,Recife,(81) 3462-2161 e 3341-9790,"Pratos e azulejos ornamentam as paredes da casa, que trata o bacalhau como protagonista. Criada há uma década, a versão 25 anos segue como uma das mais requisitadas - a posta grelhada com alho tem escolta de arroz de rúcula e batata corada (R$ 103,90, para duas pessoas). A chanfana à bairrada, carne de cabra assada com batata ao forno (R$ 67,00, para duas pessoas), pede a companhia do tinto alentejano Esporão Monte Velho (R$ 68,00). No arremate, tem pudim de clara com calda de café (R$ 11,90). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h45/15h e 18h45/0h (dom. só almoço até 16h30; fecha seg.),54,American Express,Mastercard,Visa,,Maestro,Visa Electron,,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.1329091,-34.9106817,,Atividades para crianças,Levar vinhos (permite),Lugares/Capacidade (total 100),4.6,31
Aujourd'hui Café,Restaurantes,Variados,PE,"Rua Irmã Lúcia, 146",Casa Forte,Recife,3033-4204,"A chef Edivânia Gomes incorporou novos pratos ao menu da casa, situada no térreo da escola de francês Dis-Donc! Entre eles estão a bruschetta de brie com geleia de cenoura (R$ 22,00) e o filé-mignon grelhado com molho de cogumelos, escoltado por espaguete na manteiga (R$ 39,00). Para adoçar, faz sucesso a tortinha de banana com sorvete de canela e telha de amêndoas (R$ 15,00). Na última quinta do mês, a partir das 21h, Maurício Lito Cavalcanti comanda show de jazz (couvert artístico a R$ 10,00b). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.","11h30/15h e 16h/0h (seg., ter. e sáb., só almoço; fecha dom.)",73,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0294725,-34.9230379,,Estacionamento,Levar vinhos (permite),Lugares/Capacidade (total 60),3.01,106
Kyoto,Restaurantes,Japonesa,PE,"Rua da Hora, 88",Espinheiro,Recife,3427-3100,"O rodízio (R$ 29,90 no almoço, R$ 34,90 no jantar) inclui quarenta especialidades. Entre elas estão o hot kyoto, massa de harumaki recheada com salmão, cream cheese e kani, e o uramaki frito de salmão, agulhão, atum e cream cheese finalizado com camarão. Temakis como o sensação, de camarão empanado com cream cheese envolto em salmão (R$ 19,90), são pagos à parte - às segundas e quartas, quem compra um cone ganha outro de brinde. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h30/15h e 18h/23h (sex. e sáb. jantar até 0h; dom. sem intervalo a partir 12h),74,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0425598,-34.8939757,Visa,Estacionamento,Lugares/Capacidade (total 150),,1.37,107
